sce	spo	score
856474	2541371	0.675
856475	2541589	0.342
856476	2542147	0.556
856478	2542776	1.37
856485	2539247	0.31
856486	2540551	0.72
856487	2540610	0.142
856488	2543503	0.892
856489	2540705	0.504
856490	2543454	0.47
856491	2540548	2.195
856498	2540710	1.213
856499	2541659	2.195
856499	2541265	2.195
856500	2539038	0.355
856507	2542193	1.285
856508	2540570	1.062
856511	2541739	1.027
856512	2542042	1.009
856513	2543605	1.686
856514	2539679	0.793
856519	2538762	0.741
856520	2542833	1.752
856522	2542897	0.595
856529	2542512	0.989
856533	2541067	0.855
856537	2541341	1.613
856543	2541381	0.108
856544	2542789	0.506
855560	2542789	0.506
856547	2540793	0.166
856548	2540338	0.841
856552	2542846	0.392
856553	2542514	0.838
856561	2541061	0.097
856569	2540148	1.698
856570	2543413	2.195
856571	2542880	1.31
856573	2543126	0.531
856574	2541069	1.746
856575	2542319	2.05
856576	2540790	1.48
856580	2540641	0.189
856581	2541228	0.48
856587	2538756	0.461
856589	2541146	2.195
856593	2542404	1.649
856594	2540822	0.164
856595	2539759	0.884
856596	2540340	0.211
856597	2541110	1.144
856600	2540432	0.23
856601	2543420	1.401
856605	2542185	0.16
856607	2543682	0.721
856608	2541853	0.514
856609	2543024	1.062
853610	2543486	1.467
856610	2543486	1.467
853610	2540649	1.467
856610	2540649	1.467
856611	2541981	1.213
856612	2542492	1.989
856626	2540315	2.195
854816	2542872	0.918
854814	2542122	1.081
854813	2542068	0.13
854811	2541928	0.624
854810	2543070	0.206
854809	2538765	0.252
854805	2539615	0.457
854802	2539195	2.195
854797	2538927	0.232
854794	5802952	1.298
850590	5802952	1.298
854794	2540366	1.298
850590	2540366	1.298
854794	2541191	1.298
850590	2541191	1.298
854792	2543103	0.91
854791	2538816	1.095
854790	2539636	1.107
854789	2542125	0.358
854778	2543351	0.809
854777	2543390	0.7
854772	2541744	0.268
854770	2543229	0.27
854769	2543651	0.255
854768	2539526	0.879
854767	2542671	0.475
854765	2542914	1.304
854764	3361154	0.711
854763	2542915	2.195
854762	2541583	0.135
854761	2540751	0.521
854760	2540461	0.334
854759	2538815	0.444
854749	2542461	0.364
854748	2542275	0.188
854746	2541223	0.506
854745	2539939	0.231
854744	2541695	2.195
854742	2538952	0.702
856805	2539848	0.591
854741	2539848	0.591
854740	2541189	0.188
854736	2539490	2.195
854735	2540191	2.195
854732	2540550	2.195
854731	2541349	0.346
854726	2539367	0.831
854722	2540188	0.109
854718	2542025	0.268
854717	2538900	1.473
854715	2539878	0.414
854714	2542609	1.601
854711	2539319	0.317
854710	2540173	0.167
854708	2539682	0.778
854703	2540295	1.649
854702	2541267	0.765
854701	2543674	0.347
854700	2540845	0.667
854699	3361378	1.649
854698	2543169	1.179
854697	2541601	2.195
854696	2542951	0.407
854693	2540019	0.382
854690	2539698	1.213
854688	3361511	0.954
854682	2541489	0.37
854681	2540991	2.195
854680	2542638	2.195
854680	2538881	2.195
854678	2541536	0.562
854677	2541317	2.195
854676	2539631	0.549
854673	2542006	0.93
854672	2540370	0.546
854668	2541940	0.192
854664	2542212	2.195
854663	2542174	2.195
854662	2540097	0.415
854661	2541618	0.583
853969	2541768	0.864
854658	2541768	0.864
853969	2542428	0.864
854658	2542428	0.864
854656	2539838	0.376
854653	2543619	0.754
854651	2539217	2.195
3628034	2541994	0.2
854649	2539921	0.118
854644	2539227	1.139
854817	2539733	0.289
854818	2543668	1.437
854821	2541212	0.389
854822	5802955	0.578
854825	2543323	1.118
854826	2541219	0.173
854828	2542184	0.194
854829	2542715	0.34
854832	2539745	0.091
854840	2539654	0.455
854841	2541574	0.345
854844	2540146	0.481
854846	2541559	1.625
854847	2541441	1.107
854848	2541822	0.261
854850	2542470	0.324
854852	2541500	1.492
854853	2540402	0.599
854855	2540222	0.813
854856	2543479	0.228
854857	3361468	0.219
853456	2540878	0.964
853455	2541636	0.338
853454	2541594	0.14
853452	2540810	1.868
853450	2540879	0.251
853447	2540305	2.062
853445	2542044	0.688
853442	2543653	0.091
853441	2538788	2.195
853439	2539219	0.325
853438	2540567	2.195
853429	2542114	0.472
853427	2540381	1.771
853423	2542930	0.567
853422	2540589	0.645
853421	2539343	0.615
853419	2541630	2.195
853418	2542875	2.195
853418	2541815	2.195
853418	2540199	2.195
853418	2539225	2.195
853417	2539634	0.489
853416	2542427	0.54
853410	2538754	0.354
853405	2541690	2.195
853401	2539766	0.461
853398	2539983	0.232
853397	2542173	2.195
853397	2541639	2.195
853395	2540547	1.722
853393	2543395	0.817
853392	2540096	0.155
853387	2543645	0.794
853386	2543228	1.455
853385	2539697	0.088
853384	2542835	1.211
853382	2540205	0.336
853376	2540529	1.261
853374	2541183	0.54
853373	2541194	0.365
853371	2543010	2.195
853365	2539425	0.907
853364	2541318	0.888
853361	2540410	0.659
853358	2542158	1.298
853357	2543593	1.152
853355	2543281	0.286
853354	2542825	0.731
853353	2543577	0.918
853348	2540685	0.327
853345	3361531	0.996
853344	2541881	1.613
853342	2541108	1.443
853340	2541152	0.272
853338	2543071	0.828
853336	2541761	1.395
853335	2540284	0.423
853333	2540572	2.195
853332	3361526	0.801
853327	2539568	0.724
853326	2540451	1.073
853322	2543174	0.776
853319	2538894	0.176
853318	2540520	0.365
853317	2542192	1.142
853316	2541127	0.807
853315	2541963	0.291
853313	2541055	1.516
853311	2541544	2.195
853311	2540729	2.195
853308	2542566	0.942
853305	2540806	0.443
853933	2542948	1.892
853303	2542948	1.892
853301	2541011	0.19
853300	2542228	1.74
853298	2543163	0.757
853287	2539462	1.245
853286	2541800	1.213
853273	2542357	0.295
853272	2542898	1.48
853271	2542070	1.322
853267	2541555	1.141
853262	2540358	0.71
853260	2540765	0.073
853259	2543406	0.459
853250	2539277	0.191
853249	2541838	0.67
853249	2541977	0.67
853249	2541977	0.67
853244	2540013	0.398
853242	2538990	0.943
853230	2541450	2.195
853230	2541348	2.195
853227	2541437	0.172
853226	2539324	0.689
853225	9407221	0.093
853224	2538965	0.287
853222	2542291	1.021
853218	2542082	2.195
853214	2539976	1.601
853237	2542578	0.464
853458	2542038	0.691
853461	2540375	0.985
853462	2542083	0.776
853463	2543455	1.395
853464	2543654	0.756
853466	2540422	1.807
853470	2540126	0.979
853471	2540154	0.441
853473	2542155	2.195
853475	2539218	0.457
853479	2539322	0.13
853481	2542010	0.587
853490	2539705	1.088
853491	2539684	0.109
853492	2539473	2.195
853494	2541379	1.219
853497	2540750	1.273
853502	2543247	0.283
853503	2543026	2.195
853506	2542694	0.825
853508	2539251	0.865
853509	2540230	0.187
853510	2542206	1.059
853512	2539094	0.605
853516	2543613	0.089
853520	2538707	0.537
853521	2541086	0.426
853523	2543157	0.219
853525	2540661	0.36
853526	2538906	0.461
853527	2542868	2.195
853528	2543233	2.171
853529	2540720	2.195
853529	2540473	2.195
853531	2541908	1.285
853532	2539034	0.426
853534	2541465	1.01
853535	2540123	1.322
853536	2540995	0.704
853537	2539036	0.235
853538	2543147	0.602
853539	2540029	0.936
853546	2542528	0.247
853547	2541802	0.15
853550	2539872	0.175
853552	2540355	0.606
853553	2540913	0.971
856156	2540665	0.395
853557	2540665	0.395
853559	2541958	0.741
853560	2543534	0.13
853562	2541733	0.209
853563	2543151	0.634
853565	2539915	0.263
853566	2540828	0.172
853567	2542937	2.195
853568	2542128	0.673
853569	2539129	0.851
853573	2541544	2.195
853573	2540729	2.195
853574	2542522	1.395
853575	2539635	0.397
853576	2541667	0.146
1466470	2541504	0.076
853578	2542330	0.275
853580	2542376	0.312
853581	2543456	1.151
853582	2542352	0.088
853583	2543275	0.797
853585	2541927	2.195
853587	2541712	1.001
853593	2543210	0.206
853594	2539747	1.407
853595	2541719	1.207
853596	2539463	1.522
853597	2541970	0.722
853600	2542819	0.215
853602	2542920	2.195
853603	2540559	1.024
853604	2541148	1.178
853607	2543032	0.603
853608	2539761	2.074
853609	2540271	0.784
853610	2543486	1.467
856610	2543486	1.467
853610	2540649	1.467
856610	2540649	1.467
853613	2540831	1.37
853617	2539419	1.564
853624	2540119	1.088
853869	2542359	0.96
853868	2543521	0.588
853867	2542478	0.158
853866	2543632	1.03
853865	2538700	0.213
853864	2542425	0.457
853862	2542679	0.391
853860	2539913	0.776
853859	2541575	1.625
853857	2543409	0.621
853856	2541767	0.716
853855	2539162	0.272
853854	2543687	0.317
853853	2540446	0.546
853852	2539412	1.364
853851	2540788	0.615
853849	2543143	0.57
853846	2541592	1.449
853844	2538942	0.693
853843	2540231	0.494
853841	2542532	1.255
853840	2543627	0.485
853839	2539592	1.819
853833	2543527	0.612
853832	2541251	0.528
853830	2538877	2.195
853827	2542691	0.576
853826	2539883	0.625
853825	2542234	0.322
853821	2539933	1.219
853820	2538908	1.413
853817	2539658	0.416
853815	2539224	0.098
853812	2540098	0.166
853810	2543512	0.237
853809	2542475	0.753
853807	2538859	0.346
853806	2541385	1.061
853805	2540767	1.716
853798	2543111	0.684
853792	2538733	0.675
853789	2541537	0.82
853784	2541750	2.068
853782	2543469	0.741
853780	2541261	0.208
853778	2542713	0.261
853777	2538766	1.328
853776	2540069	0.287
853775	2541462	0.574
853768	2538799	0.416
853762	2542134	0.495
853761	2542712	0.4
853757	2539622	2.195
853750	2542458	0.601
853747	2543164	1.601
853744	2540313	0.427
853743	2542472	0.378
853739	2541790	1.131
853734	2542511	0.512
853733	2539206	1.849
853732	2540254	2.195
853729	2539659	2.195
853724	2541640	1.577
853723	2541255	1.395
853720	2538813	0.21
853718	2541672	1.116
853717	2539344	1.219
853714	2541634	0.289
853713	2540510	0.639
853712	2539862	2.195
853710	2543612	1.552
853709	2541690	2.195
853708	2542277	0.906
853706	2539500	0.764
853705	2542085	0.532
853702	2541760	0.221
853699	2540648	2.195
853697	2542550	0.332
853690	2541199	2.195
853687	9407293	0.078
853684	2541232	0.328
853682	2542121	0.566
853681	2540711	1.91
853677	2542271	0.267
853675	2539476	0.572
853654	2543525	1.455
853653	2543497	2.195
853651	2542855	1.322
853646	2542388	0.638
853644	2538786	0.728
853643	2539788	0.663
853642	2543562	0.237
853641	2543597	0.786
853640	2541554	1.516
853638	2539873	0.826
853636	2539405	1.181
853632	2540720	2.195
853632	2540473	2.195
853630	2541311	0.861
853628	2539739	0.552
853671	2540405	1.831
853670	2540744	2.195
853669	2539973	1.88
853668	2540393	1.613
853667	2541208	1.267
853665	2542986	2.195
853665	2542983	2.195
853664	2542781	0.19
853662	2538738	1.498
853870	2542724	2.195
853871	2541099	2.098
853886	2541035	0.194
853887	2543148	0.979
853888	2542997	0.515
853893	2542431	0.287
853894	2540518	1.674
853895	2538885	0.161
853896	2539154	0.995
853899	2539511	1.298
853900	2541899	0.448
853901	2540482	0.444
853902	2542065	2.195
853906	2539670	0.546
853910	2540141	1.601
853912	2543573	1.667
853918	2538834	0.119
853922	2539538	0.867
853924	2543048	1.601
853925	2543068	0.674
853927	2543496	0.61
853928	3361400	2.195
853930	2543535	1.298
853931	2540806	0.443
853933	2542948	1.892
853303	2542948	1.892
853934	2543438	0.175
853936	2539236	0.487
853939	2542791	0.454
853942	2543570	0.753
853943	2538945	1.082
853944	2541442	0.766
853949	2542455	0.317
853951	2539028	1.158
853954	2542457	0.859
853955	2539884	1.237
853956	2543500	1.029
853957	2542378	0.329
853959	2540430	0.946
853961	2542978	2.195
853961	2540006	2.195
853962	2541915	0.748
853963	2539871	0.147
853964	2542205	1.221
853968	2540201	1.825
853969	2541768	0.864
854658	2541768	0.864
853969	2542428	0.864
854658	2542428	0.864
1500489	2543415	0.073
853980	2539979	0.574
850686	2540159	2.195
850658	2540945	0.227
850654	2540379	0.597
850652	2543155	1.916
850651	2540423	0.122
850650	2541901	0.865
850649	2540796	1.71
850645	2543193	2.195
850645	2540937	2.195
850643	2539278	2.122
850642	2538939	0.241
850637	2539923	0.32
850636	2542875	2.195
850636	2541815	2.195
850636	2540199	2.195
850636	2539225	2.195
850633	2540026	2.195
850633	2540898	2.195
850632	2539409	0.384
850631	2539551	1.364
850630	2541673	1.631
850628	2540594	1.346
850625	2539968	2.195
850624	2539329	0.311
850620	2541030	2.195
850619	2540138	2.195
850619	2540516	2.195
850685	2542842	1.31
850678	2543059	2.195
850678	2543193	2.195
850678	2542640	2.195
850678	2540937	2.195
850676	2541738	0.585
850671	2541399	1.698
850670	2540401	0.916
850687	2541828	0.217
850688	2541230	0.99
850689	2540607	0.071
850691	2539194	1.383
850694	2542780	0.305
850695	2541855	0.585
850698	2538718	0.415
850702	2539667	0.399
850704	2542316	0.946
850709	2543459	0.699
850710	2542543	0.484
850712	2542922	0.403
850713	2541263	0.544
850714	2543020	1.528
850715	2539569	2.195
850719	3361391	1.922
850727	2538835	0.334
850732	2542084	0.38
850733	3361478	1.922
850734	2539497	0.769
850740	2543250	0.306
850744	2539775	1.121
850745	2542109	1.051
850747	2542242	2.195
850747	2542651	2.195
850748	2539853	0.558
850749	2541974	2.195
850750	2543021	0.284
850755	2543318	0.244
850758	2539776	2.195
850763	2542462	0.292
850764	2540795	1.167
850767	2541965	0.262
850774	2539564	0.731
850775	2539817	2.195
850777	2543268	0.644
850781	2540681	2.195
850786	2539142	0.338
850787	2539097	0.792
850790	2540195	0.648
850793	2542266	1.193
850795	3361398	0.469
850796	2539491	2.195
850797	2542165	0.424
850799	2538981	0.186
850803	2541652	2.165
850805	2541794	0.951
850807	2538832	1.025
850808	2540328	1.728
850809	2542889	0.382
850817	2542450	0.404
850818	3361204	0.29
850819	2541135	0.166
850820	2540971	2.195
850824	2542839	0.59
850829	2542509	1.91
850835	2540717	1.169
850837	2543088	0.082
850839	2540884	0.369
850840	2539053	0.605
850846	2539546	2.195
850857	2542491	1.034
850852	2542491	1.034
850850	2542491	1.034
850855	2542491	1.034
850857	3361173	1.034
850852	3361173	1.034
850850	3361173	1.034
850855	3361173	1.034
850857	2542491	1.034
850852	2542491	1.034
850850	2542491	1.034
850855	2542491	1.034
850857	3361173	1.034
850852	3361173	1.034
850850	3361173	1.034
850855	3361173	1.034
850857	2542491	1.034
850852	2542491	1.034
850850	2542491	1.034
850855	2542491	1.034
850857	3361173	1.034
850852	3361173	1.034
850850	3361173	1.034
850855	3361173	1.034
850857	2542491	1.034
850852	2542491	1.034
850850	2542491	1.034
850855	2542491	1.034
850857	3361173	1.034
850852	3361173	1.034
850850	3361173	1.034
850855	3361173	1.034
850860	2541300	1.698
850861	2541292	0.291
850864	2542138	0.706
850865	2540922	0.554
850868	2542885	0.558
850869	2539471	1.213
850872	2542481	2.195
850879	2540234	0.639
850882	3361407	0.416
850883	2542139	1.064
850888	2543046	0.37
850890	2542962	0.392
850892	2540407	1.48
850893	2539789	1.202
850894	2541087	2.068
850897	2543106	0.228
850898	2542605	0.251
850900	2541593	0.799
850905	2540716	1.176
850906	2542435	0.958
850907	2539433	0.894
850909	2540223	1.215
850911	2541227	0.268
850912	2541870	0.699
850914	2542541	0.906
850919	2539337	1.722
850930	2543027	1.165
850935	2539881	1.904
850940	2543640	0.392
850941	2543444	1.771
850942	2541980	1.395
850943	2543427	0.238
850944	2543397	1.225
850945	2540928	1.455
850946	2541551	0.285
850947	2541058	0.439
850949	2542902	0.809
850950	2539027	1.216
850951	2543082	2.195
850951	2539295	2.195
850952	2539402	0.241
850953	2543194	0.316
850955	2539608	1.528
850963	2543131	2.195
850966	2543529	0.897
850969	2542751	0.346
850969	2539085	0.346
850973	2540308	0.743
850974	2541340	0.718
850976	9407200	0.113
850977	2541201	2.195
850980	2542477	2.195
850981	2542480	0.367
850982	2538776	1.934
850983	2542258	2.195
850988	2540478	0.098
850991	2543599	0.651
850992	2543683	0.58
850993	2541850	0.102
854354	2542603	0.262
850994	2542603	0.262
854354	2540609	0.262
850994	2540609	0.262
850996	2542529	2.195
850997	2538806	0.393
850998	2543035	0.912
851002	2540599	0.064
851006	2543536	1.015
851007	2539993	1.096
851010	2540849	1.88
851013	2541450	2.195
851013	2541348	2.195
851014	2540883	2.195
851015	2539416	0.542
851024	2543516	1.346
851027	2541987	0.268
851028	2540601	0.38
851029	2542756	0.388
851032	2539144	0.409
851033	2540186	0.467
851035	2540910	0.184
851039	2543055	1.467
851045	2540965	0.305
851048	2539348	0.204
851049	2541610	0.95
851052	2538893	1.164
851055	2542591	2.195
851055	2541586	2.195
851055	2540737	2.195
851055	2538822	2.195
851058	2540274	0.558
851061	2542496	2.171
851065	2542673	1.076
851068	2538977	1.528
851069	3361354	2.019
851073	2539985	2.195
851075	2538828	0.516
851076	2540612	1.098
851084	2543026	2.195
851085	2540144	0.643
851086	2539580	2.159
851092	2540031	1.492
851095	2541037	1.916
851096	2543637	0.853
851098	2543476	2.195
851099	2539020	1.175
851100	2541017	2.195
851102	2540489	1.613
851103	2539563	0.526
851104	2539643	0.259
851105	2542436	2.195
851109	2542816	0.134
851112	2539880	0.374
851113	2540537	2.189
851114	2538841	2.195
851115	2538955	0.926
851117	2541573	1.649
851121	2538996	0.942
851122	2543475	0.363
851123	9406912	0.073
851125	2539299	2.195
851126	2539244	2.195
851129	2538731	0.219
851130	2540090	0.101
851135	2540981	0.395
851136	2539616	0.537
851137	2539263	1.952
851139	2542745	1.067
851140	2539182	0.077
851142	2543011	0.097
851145	2539437	0.491
851147	2541365	0.642
851148	2541961	1.849
851150	2540523	1.952
851152	2540315	2.195
851153	2540024	2.122
851154	2540813	0.193
851159	2540212	0.215
851158	2540626	1.819
851160	2539502	0.255
851162	2541737	1.1
851168	2542384	1.213
851169	2539372	0.659
851171	2538999	2.195
851175	2543405	1.698
851177	2540354	0.13
851178	2542572	0.251
851181	3361539	0.431
855012	2540763	0.914
855009	2539736	0.942
855008	2543551	0.603
855003	2539602	1.486
855002	2540882	0.074
854999	2541916	1.595
854997	2541782	0.538
854994	2542906	0.787
854992	2542255	1.904
854990	2540974	0.771
854987	2538855	0.896
854986	2542022	0.562
854983	2540449	0.315
852061	2540180	0.757
854982	2540180	0.757
852061	3361064	0.757
854982	3361064	0.757
854980	2539572	0.864
854978	2542662	0.107
854974	2542544	0.221
854973	2540105	2.195
854972	2539388	0.243
854970	2541816	0.344
854966	2540512	0.086
854960	2540869	0.449
854956	2543278	0.779
854950	2543401	0.53
854948	2540315	2.195
854946	2540024	2.122
854943	2539411	2.195
854941	2541213	1.601
854938	2542761	0.842
854937	2540470	0.811
854935	2540311	0.47
854934	2543264	0.433
854933	2541088	1.625
854932	2541809	1.649
854903	2542267	1.498
854900	2538999	2.195
854898	2543335	0.227
854895	2541048	1.37
854893	2541918	0.133
854889	2539864	2.195
854889	2540936	2.195
854888	2543430	0.756
854882	2539026	1.155
854881	2542351	1.064
854879	2540664	0.317
854878	2540887	0.223
854877	2540867	0.736
854876	2540886	0.743
854875	2538695	0.237
854872	2542498	1.57
854869	2542071	0.663
854868	2541770	0.488
854866	2539061	0.215
854930	2539510	0.95
854921	2541286	0.855
854918	2540954	1.037
854916	2541258	1.148
854915	2539864	2.195
854915	2540936	2.195
854913	2543141	1.94
854912	2539948	0.318
854911	2540959	0.141
854909	2539325	0.808
854908	2543522	0.272
855013	2541957	1.564
855014	2543292	0.267
855016	2543124	0.263
855017	2541721	0.127
855020	2541836	1.449
855020	5802732	1.449
855020	5802732	1.449
855021	2541231	0.419
855023	2538845	1.51
855025	2540905	0.846
855029	2542469	1.831
855036	2541252	0.724
855037	2541951	0.959
855039	2541040	0.409
855041	3361409	0.245
855042	2543077	1.003
855043	2539161	0.301
855048	2540112	0.277
855049	2541540	0.453
855051	2540235	0.429
855054	2541803	0.21
855068	2540888	2.092
855076	2542310	2.195
855077	2542162	0.687
855083	2541600	0.984
855084	2539792	1.455
855091	2539448	0.148
855093	2540256	0.377
855095	2538811	0.175
855096	2541923	0.241
855099	2541628	1.047
855101	2540725	0.196
855102	2541270	0.829
855103	2543628	1.197
855104	2542327	2.195
855114	2541079	2.195
855115	2540613	0.199
855116	2538836	0.598
855117	2542795	1.048
855118	2540858	1.048
855120	2541464	0.319
855121	2542689	1.322
855122	2540442	0.315
855130	2539206	1.843
855131	2540254	2.195
855132	2541045	0.216
855135	2541345	2.195
855136	2539659	2.195
855140	2541481	0.952
855143	2543298	1.191
855144	2540238	0.105
855145	2539100	0.319
855149	2539569	2.195
855150	2539470	1.122
855153	2541277	0.194
855158	2543371	2.195
855159	2540429	1.825
855160	2541452	0.336
855161	2539693	1.181
855166	2543008	0.095
855168	2541503	0.612
855170	2542652	1.346
855171	2540435	0.5
855174	2543559	0.728
851476	2543559	0.728
855174	2540812	0.728
851476	2540812	0.728
855176	2543119	1.401
855177	2543537	1.285
855182	2540493	0.348
855183	2540039	0.19
855188	2542032	0.21
855190	2539594	0.365
855196	2540130	0.325
855197	3361515	2.086
855201	2542274	1.783
855202	2538899	1.013
855203	2539949	1.546
855206	2543659	1.807
855207	2539213	0.53
855221	2539377	0.47
855224	2543539	2.195
855226	2540774	0.1
855227	2542828	2.195
855228	2541620	1.892
855231	2539852	0.207
1466503	14218044	0.103
855237	2540970	0.317
855240	2541623	0.688
855241	2541120	0.498
855242	2541992	0.646
855243	2540506	0.99
855245	2539972	2.195
855248	2542818	0.603
855251	2542590	0.172
855252	2538740	0.268
855254	2540021	0.75
855256	2539847	0.828
855257	2542573	2.195
855260	2543184	0.68
855263	2542135	0.785
855264	2542757	1.649
855265	3361356	0.149
855266	2543461	0.911
855267	2542822	0.444
855268	2543271	0.343
855269	2538897	2.195
855271	2543359	0.378
855274	2540252	0.214
855275	2541863	0.822
855276	2543133	0.419
855277	2540240	0.989
855280	2540084	0.331
855281	2541609	0.548
855282	2540216	1.047
855284	2542060	1.091
855287	14217588	0.173
855285	2539118	1.05
855301	2539238	0.791
855302	2540521	0.615
855303	2542498	1.607
855304	2543348	0.295
855310	2539617	0.518
855313	2541166	0.613
855315	2542519	0.994
855317	2542754	0.147
855319	2542667	0.771
855320	2542225	1.419
855321	2538920	1.625
855324	2543490	0.327
855326	2543128	0.685
855328	2539090	0.258
855330	2539139	0.166
855332	2541619	2.195
855333	2540662	0.115
855335	2541668	2.195
855337	2538876	0.223
855338	2541102	0.766
855342	2540820	1.015
855343	2542465	1.613
855346	2543626	2.134
855347	2542779	2.195
855348	2540741	1.128
855350	2541131	1.916
855353	2542591	2.195
855353	2541586	2.195
855353	2540737	2.195
855353	2538822	2.195
855355	2542584	1.734
855356	2539387	2.195
855357	2543621	1.37
855358	2541259	0.105
855362	2542559	0.995
855363	2540095	0.281
855369	2541302	1.205
855731	2539371	0.862
855729	2542695	0.843
855727	2540102	0.334
855726	2540645	1.552
855725	2539002	0.682
855722	2543317	0.766
855718	2543082	2.195
855718	2539295	2.195
855710	2540821	1.916
855709	2542630	0.823
855708	2538928	1.467
855707	2541945	0.112
1466516	14217504	0.243
855706	2539651	0.36
855705	2542441	0.46
855703	2540179	1.13
852294	2542463	0.508
855701	2542463	0.508
852294	2539991	0.508
855701	2539991	0.508
852294	2541200	0.508
855701	2541200	0.508
855700	2542467	0.862
852295	2542467	0.862
855700	2539804	0.862
852295	2539804	0.862
855700	2541220	0.862
852295	2541220	0.862
855699	2540134	0.382
855695	2538796	0.321
855692	2541362	0.327
855691	2541894	1.467
855690	2540532	0.064
855683	2539170	0.374
855682	2538917	1.94
855679	2539054	1.076
855678	2541601	2.195
855669	2542750	0.594
855665	2541031	1.777
855664	2541274	2.086
855663	2540699	0.485
855662	2542697	0.388
855661	2539671	1.504
855658	2543380	0.695
855653	2538797	1.401
855652	2541542	0.667
855649	2542446	1.086
855643	2538943	0.344
855642	2542582	0.85
855640	2539902	0.456
855639	2541762	0.313
855636	2540541	2.195
855634	2542773	0.789
855632	2540132	0.598
855628	2542553	0.797
855626	2539953	0.406
855625	2542285	0.79
855621	2543629	2.195
855619	2541003	2.195
855618	2540270	2.195
855616	2542278	0.637
855612	2540533	0.251
855611	2541383	2.195
855609	2542799	0.419
855608	2542051	0.215
855607	2542409	0.627
855603	2540896	0.235
855602	2543304	0.765
855600	2541812	2.195
855597	2540690	0.601
855594	2541315	0.488
855593	2541829	0.73
855592	2542276	0.144
855591	2542520	2.195
855587	2541195	0.512
855585	2540056	0.419
855584	2538829	1.039
1466511	2540636	0.093
855583	3361454	0.831
855581	2540066	1.144
855580	2539332	1.601
855575	2538964	0.27
855574	2542814	0.184
855573	2540586	0.08
855569	2542066	0.115
855568	2541341	1.607
855561	2543441	2.195
856544	2542789	0.506
855560	2542789	0.506
855558	2539293	1.655
855553	2540605	0.588
855552	2539756	1.059
855549	2539639	0.979
855547	2542965	0.662
855544	2538941	0.144
855543	2539797	1.197
855540	2542391	0.755
855539	2542844	0.284
855538	2539239	1.255
855536	2541549	0.521
855532	2539928	2.159
855529	2542858	2.195
855521	2542742	0.601
855520	2540726	0.828
855518	2543550	0.317
855515	2542055	0.252
855514	2539957	1.101
855512	2542875	2.195
855512	2541815	2.195
855512	2540199	2.195
855512	2539225	2.195
855509	2539965	1.334
855508	2543244	0.162
855503	2542096	1.431
855502	2542331	0.91
855501	2542823	2.062
855500	2541548	0.582
855499	2543452	0.758
855498	2542182	0.479
855495	2542938	0.348
855492	2539601	0.506
855490	2539120	1.034
855489	2539351	0.353
855483	2542576	1.649
855481	2538783	0.842
855480	2543200	1.795
855478	2543336	1.135
855477	2540672	0.54
855476	2539683	0.178
855475	2540967	0.17
855474	2542721	2.195
855473	2541914	0.599
855470	2541942	0.533
855469	2539103	0.325
855466	2542829	0.322
855465	2539851	1.156
855464	2542216	0.389
855462	2540012	0.19
855461	2539204	0.088
855460	2541107	0.197
855459	2540627	2.195
855458	2540356	0.325
855456	2539003	0.192
855454	2541887	1.619
855449	2541930	0.168
855448	2540728	0.903
855447	2542594	0.892
855446	2540261	1.57
855444	2540848	1.674
855442	2542800	0.503
855441	2540113	1.261
855436	2541290	0.397
855430	2539783	0.253
855429	2542247	1.971
855428	2542094	1.249
855426	2541493	1.273
855425	2541627	0.524
855424	2540023	0.492
855423	2539298	1.119
855420	2541486	0.517
855415	3361377	0.762
854029	3361377	0.762
855414	2541084	0.618
855411	2539556	0.218
855410	2542616	0.194
855404	2538781	0.256
855403	2543591	1.164
855401	2541713	0.454
855400	2540319	0.284
855399	2543089	1.084
855396	2540264	0.74
855395	2543342	1.152
855392	3361401	1.795
855390	2540463	0.322
855386	2540368	1.977
855384	2539108	1.577
855732	2543283	2.165
855736	2542020	0.592
855737	2538992	0.668
855739	2542403	0.865
855741	2541025	0.545
855742	2541187	1.758
855745	2540707	2.195
855746	2538946	1.021
855747	2540279	2.195
855749	2540200	0.897
855750	2543344	2.195
855751	2538784	0.594
855752	2541595	0.197
855753	2542851	0.817
855755	2540360	0.161
855757	2541438	0.162
855760	2540996	0.152
855761	2538966	0.596
855763	2539606	0.546
855764	2540068	0.768
855765	2542988	1.661
855767	2540389	0.303
855766	2541444	1.407
855768	2541382	1.034
855769	2538922	0.667
855771	2542287	0.672
855772	2543614	0.486
855773	2542342	0.327
855774	2538809	0.875
855775	2540150	0.217
855778	2543235	0.902
855779	2541430	1.455
855782	2541708	0.346
855783	2543432	1.655
855786	2540908	1.952
855788	2539041	0.614
855789	2542777	2.195
855790	2540503	0.608
855792	2540204	1.771
855804	2541480	1.704
855807	2543363	2.195
855807	2539195	2.195
854160	2539931	0.737
854157	2543112	0.34
854156	2540032	2.195
854154	2539368	0.173
854153	2540562	0.329
854152	2542936	0.946
854151	2542220	1.443
854150	2539668	0.54
854149	2539900	0.352
854144	2542442	0.862
854142	2543436	0.421
854138	2540398	2.195
854136	2540619	0.371
854135	2540181	1.516
854131	2541118	0.109
854127	2540920	1.443
854125	2540509	0.172
854124	2543394	1.113
854123	2541587	0.77
854119	2540175	1.021
854117	2542912	0.609
854117	2538892	0.609
854116	2542314	0.875
854114	2543510	0.669
854108	2542896	1.074
854105	2541338	0.668
854096	2541050	1.868
854095	2540455	1.156
